a,b,fitness,generation
2.1176470588235294,2.4901960784313726,6.9746251441753175,0
2.0392156862745097,2.019607843137255,6.178008458285274,0
1.0588235294117647,-0.6862745098039218,1.807381776239908,0
1.0588235294117647,4.333333333333334,5.45444059976932,0
2.1176470588235294,2.019607843137255,6.5040369088812,0
2.1176470588235294,2.019607843137255,6.5040369088812,0
1.0588235294117647,4.333333333333334,5.45444059976932,0
2.1176470588235294,2.019607843137255,6.5040369088812,0
1.0588235294117647,4.1764705882352935,5.29757785467128,0
2.6666666666666665,1.1960784313725492,8.307189542483659,0
0.6274509803921569,3.0784313725490193,3.472126105344098,1
2.3137254901960786,4.529411764705882,9.882737408688968,1
1.0588235294117647,-0.6862745098039218,1.807381776239908,1
1.0588235294117647,4.333333333333334,5.45444059976932,1
1.0196078431372548,4.333333333333334,5.3729334871203385,1
1.0588235294117647,4.333333333333334,5.45444059976932,1
1.0588235294117647,-0.6862745098039218,1.807381776239908,1
1.0588235294117647,4.333333333333334,5.45444059976932,1
1.0588235294117647,4.333333333333334,5.45444059976932,1
1.0588235294117647,-0.6862745098039218,1.807381776239908,1
1.0588235294117647,-0.6862745098039218,1.807381776239908,2
1.0588235294117647,-0.6862745098039218,1.807381776239908,2
0.6274509803921569,3.0784313725490193,3.472126105344098,2
2.3137254901960786,-0.6862745098039218,6.039600153787006,2
6.078431372549019,-0.6862745098039218,37.63360246059208,2
1.0588235294117647,-0.6862745098039218,1.807381776239908,2
1.0588235294117647,-0.6862745098039218,1.807381776239908,2
1.0588235294117647,-0.6862745098039218,1.807381776239908,2
1.0588235294117647,-0.6862745098039218,1.807381776239908,2
1.0588235294117647,-0.6862745098039218,1.807381776239908,2
1.0588235294117647,-0.6862745098039218,1.807381776239908,3
1.0588235294117647,-0.6862745098039218,1.807381776239908,3
1.0588235294117647,-0.6862745098039218,1.807381776239908,3
1.0588235294117647,-0.6862745098039218,1.807381776239908,3
1.0588235294117647,-0.6862745098039218,1.807381776239908,3
1.0588235294117647,-0.6862745098039218,1.807381776239908,3
0.7450980392156863,-0.6862745098039218,1.2414455978469823,3
1.0588235294117647,-0.6862745098039218,1.807381776239908,3
1.0588235294117647,-0.6862745098039218,1.807381776239908,3
1.0588235294117647,-0.6862745098039218,1.807381776239908,3
1.0588235294117647,-0.6862745098039218,1.807381776239908,4
1.0588235294117647,-0.6862745098039218,1.807381776239908,4
1.0588235294117647,-0.6862745098039218,1.807381776239908,4
0.7450980392156863,-0.6862745098039218,1.2414455978469823,4
1.0588235294117647,-0.6862745098039218,1.807381776239908,4
1.0588235294117647,-0.8431372549019605,1.9642445213379467,4
0.7450980392156863,-0.6862745098039218,1.2414455978469823,4
1.0588235294117647,-0.6862745098039218,1.807381776239908,4
1.0588235294117647,-0.6862745098039218,1.807381776239908,4
0.9803921568627451,-0.6862745098039218,1.647443291041907,4
1.0588235294117647,-0.6862745098039218,1.807381776239908,5
0.7450980392156863,-0.6862745098039218,1.2414455978469823,5
0.7450980392156863,-0.6862745098039218,1.2414455978469823,5
0.7450980392156863,-0.6862745098039218,1.2414455978469823,5
0.7450980392156863,-0.6862745098039218,1.2414455978469823,5
1.0588235294117647,-0.6862745098039218,1.807381776239908,5
0.7450980392156863,-0.6862745098039218,1.2414455978469823,5
0.7450980392156863,-0.6862745098039218,1.2414455978469823,5
1.0588235294117647,-0.6862745098039218,1.807381776239908,5
1.0588235294117647,-0.6862745098039218,1.807381776239908,5
0.7450980392156863,-0.6862745098039218,1.2414455978469823,6
0.7450980392156863,-0.6862745098039218,1.2414455978469823,6
0.7450980392156863,-0.6862745098039218,1.2414455978469823,6
0.7450980392156863,-0.6862745098039218,1.2414455978469823,6
0.7450980392156863,-0.6862745098039218,1.2414455978469823,6
0.7450980392156863,-0.6862745098039218,1.2414455978469823,6
0.7450980392156863,-0.6862745098039218,1.2414455978469823,6
0.7450980392156863,-0.6862745098039218,1.2414455978469823,6
0.7450980392156863,-0.6862745098039218,1.2414455978469823,6
0.7450980392156863,-0.6862745098039218,1.2414455978469823,6
0.7450980392156863,-0.6862745098039218,1.2414455978469823,7
0.7450980392156863,-0.6862745098039218,1.2414455978469823,7
0.7450980392156863,-0.6862745098039218,1.2414455978469823,7
0.7450980392156863,-0.6862745098039218,1.2414455978469823,7
0.7450980392156863,-0.7647058823529411,1.3198769703960016,7
0.7450980392156863,-0.6862745098039218,1.2414455978469823,7
0.7450980392156863,-0.6862745098039218,1.2414455978469823,7
0.7450980392156863,-0.9607843137254903,1.5159554017685508,7
0.7450980392156863,-0.6862745098039218,1.2414455978469823,7
0.9019607843137255,-0.6862745098039218,1.4998077662437526,7
0.7450980392156863,-0.6862745098039218,1.2414455978469823,8
0.7450980392156863,-0.6862745098039218,1.2414455978469823,8
0.7450980392156863,-0.6862745098039218,1.2414455978469823,8
0.7450980392156863,-0.6862745098039218,1.2414455978469823,8
0.7450980392156863,-0.6862745098039218,1.2414455978469823,8
0.11764705882352941,-0.7647058823529411,0.7785467128027681,8
0.7450980392156863,-0.6862745098039218,1.2414455978469823,8
0.7450980392156863,-0.6862745098039218,1.2414455978469823,8
0.7450980392156863,-0.6862745098039218,1.2414455978469823,8
0.7450980392156863,-0.6862745098039218,1.2414455978469823,8
0.11764705882352941,-0.7647058823529411,0.7785467128027681,9
0.7450980392156863,-0.6862745098039218,1.2414455978469823,9
1.0588235294117647,-0.6862745098039218,1.807381776239908,9
0.7450980392156863,-0.6862745098039218,1.2414455978469823,9
0.7450980392156863,-0.6862745098039218,1.2414455978469823,9
0.11764705882352941,-1.0784313725490198,1.0922722029988468,9
0.7450980392156863,-0.6862745098039218,1.2414455978469823,9
0.7450980392156863,-0.6862745098039218,1.2414455978469823,9
0.11764705882352941,-0.7647058823529411,0.7785467128027681,9
0.7450980392156863,-0.6862745098039218,1.2414455978469823,9
0.7450980392156863,-0.6862745098039218,1.2414455978469823,10
0.7450980392156863,-0.6862745098039218,1.2414455978469823,10
5.137254901960785,-0.7647058823529411,27.156093810073052,10
0.7450980392156863,4.372549019607844,4.927720107650904,10
